2017年4月23日,フランクリン・プランナー 手帳 オーガナイザー 2017 4月始まり 1日1ページ デイリー A5 PVC ブラック 63474,"3,888",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o03_?ie=UTF8&orderID=250-6200577-8814223
2017年4月21日,VRエンジニア養成読本 (Software Design plus),"2,354",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o04_?ie=UTF8&orderID=250-9917945-2658239
2017年4月21日,VRエンジニア養成読本,"2,354",https://www.amazon.co.jp/gp/digital/your-account/order-summary.html/ref=oh_aui_dpi_o05_?ie=UTF8&orderID=D01-3847726-1369008&print=1
2017年4月21日,Javaビルドツール入門 Maven/Gradle/SBT/Bazel対応,"3,024",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o06_?ie=UTF8&orderID=250-2500946-7832647
2017年4月21日,[コロンブス] 磨きクロス  7403  シロ 21×30㎝等,"6,264",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o07_?ie=UTF8&orderID=250-8699545-5124624
2017年4月21日,ブロックチェーン 仕組みと理論  サンプルで学ぶFinTechのコア技術,"3,240",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o08_?ie=UTF8&orderID=250-6845256-2564625
2017年4月21日,はじめてのSpring Boot―スプリング・フレームワークで簡単Javaアプリ開発 (I・O BOOKS),"2,700",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o09_?ie=UTF8&orderID=250-4069614-9454241
2017年4月19日,オブジェクト指向でなぜつくるのか 第2版,"2,400",https://www.amazon.co.jp/gp/digital/your-account/order-summary.html/ref=oh_aui_dpi_o00_?ie=UTF8&orderID=D01-4710709-9977030&print=1
2017年4月18日,SpringBootプログラミング入門,"3,024",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o02_?ie=UTF8&orderID=250-8856901-0503044
2017年4月18日,エレコム ワイヤレスマウス  BlueLED 2.4GHz 5ボタン Lサイズ ブラック M-XG2DBBK,"2,453",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o03_?ie=UTF8&orderID=503-3006102-0031052
2017年4月17日,情報処理 2017年04月号,"1,730",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o04_?ie=UTF8&orderID=250-0225246-9997471
2017年4月15日,ITストラテジスト 合格テキスト 2017年度 (情報処理技術者試験対策),"3,456",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o05_?ie=UTF8&orderID=250-2858739-4395048
2017年4月15日,システムアーキテクト 合格テキスト 2017年度 (情報処理技術者試験対策),"3,024",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o06_?ie=UTF8&orderID=250-0489349-3954252
2017年4月15日,CUDA C プロフェッショナル プログラミング (impress top gear),"5,400",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o07_?ie=UTF8&orderID=250-3864958-7368619
